target	textid	text	pair	condition
non-entailment	402	The scientist recommended the manager .	The manager recommended the scientist .	lexical
non-entailment	403	The tourist recommended the artist .	The artist recommended the tourist .	lexical
non-entailment	404	The senators supported the athletes .	The athletes supported the senators .	lexical
non-entailment	405	The artist encouraged the presidents .	The presidents encouraged the artist .	lexical
non-entailment	406	The students recommended the athletes .	The athletes recommended the students .	lexical
non-entailment	407	The author introduced the actor .	The actor introduced the author .	lexical
non-entailment	408	The artist saw the lawyers .	The lawyers saw the artist .	lexical
non-entailment	409	The secretaries introduced the student .	The student introduced the secretaries .	lexical
non-entailment	410	The presidents saw the manager .	The manager saw the presidents .	lexical
non-entailment	411	The banker mentioned the manager .	The manager mentioned the banker .	lexical
non-entailment	412	The judges stopped the senators .	The senators stopped the judges .	lexical
non-entailment	413	The senators avoided the student .	The student avoided the senators .	lexical
non-entailment	414	The actors helped the student .	The student helped the actors .	lexical
non-entailment	415	The judge believed the tourist .	The tourist believed the judge .	lexical
non-entailment	416	The scientist recommended the artists .	The artists recommended the scientist .	lexical
non-entailment	417	The secretaries supported the athlete .	The athlete supported the secretaries .	lexical
non-entailment	418	The artists saw the scientist .	The scientist saw the artists .	lexical
non-entailment	419	The tourists believed the senators .	The senators believed the tourists .	lexical
non-entailment	420	The managers supported the athlete .	The athlete supported the managers .	lexical
non-entailment	421	The lawyer avoided the senator .	The senator avoided the lawyer .	lexical
non-entailment	422	The presidents believed the artists .	The artists believed the presidents .	lexical
non-entailment	423	The presidents believed the secretary .	The secretary believed the presidents .	lexical
non-entailment	424	The authors admired the secretaries .	The secretaries admired the authors .	lexical
non-entailment	425	The senator contacted the bankers .	The bankers contacted the senator .	lexical
non-entailment	426	The judges helped the banker .	The banker helped the judges .	lexical
non-entailment	427	The scientists recommended the manager .	The manager recommended the scientists .	lexical
non-entailment	428	The lawyers contacted the judge .	The judge contacted the lawyers .	lexical
non-entailment	429	The athlete stopped the bankers .	The bankers stopped the athlete .	lexical
non-entailment	430	The student helped the presidents .	The presidents helped the student .	lexical
non-entailment	431	The lawyers admired the students .	The students admired the lawyers .	lexical
non-entailment	432	The authors admired the artist .	The artist admired the authors .	lexical
non-entailment	433	The lawyers mentioned the author .	The author mentioned the lawyers .	lexical
non-entailment	434	The professors contacted the lawyer .	The lawyer contacted the professors .	lexical
non-entailment	435	The judges introduced the secretaries .	The secretaries introduced the judges .	lexical
non-entailment	436	The artist saw the judge .	The judge saw the artist .	lexical
non-entailment	437	The lawyer supported the presidents .	The presidents supported the lawyer .	lexical
non-entailment	438	The author called the secretaries .	The secretaries called the author .	lexical
non-entailment	439	The senator saw the doctor .	The doctor saw the senator .	lexical
non-entailment	440	The judge called the managers .	The managers called the judge .	lexical
non-entailment	441	The doctor recognized the manager .	The manager recognized the doctor .	lexical
non-entailment	442	The lawyers called the athletes .	The athletes called the lawyers .	lexical
non-entailment	443	The president saw the secretary .	The secretary saw the president .	lexical
non-entailment	444	The manager recognized the judges .	The judges recognized the manager .	lexical
non-entailment	445	The senator supported the lawyers .	The lawyers supported the senator .	lexical
non-entailment	446	The senators admired the lawyers .	The lawyers admired the senators .	lexical
non-entailment	447	The senators supported the professor .	The professor supported the senators .	lexical
non-entailment	448	The scientists recommended the doctor .	The doctor recommended the scientists .	lexical
non-entailment	449	The professor recognized the managers .	The managers recognized the professor .	lexical
non-entailment	450	The scientist contacted the lawyer .	The lawyer contacted the scientist .	lexical
non-entailment	451	The doctors supported the student .	The student supported the doctors .	lexical
non-entailment	452	The managers thanked the secretaries .	The secretaries thanked the managers .	lexical
